id;text;label;predict_proba;predict_label;lime_weights
33;Since we're travelling in Bandung, we might as well try the best batagor place in this Flower Town. We ended up ordering more than we could stomach without even realizing it. Fried bakso and tofu, fried siomay, and batagor soup, crispy chicken, and iced cendol, and in the end, we had to take home the yun yin tofu we ordered.;positive;[0.03879128932209695, 0.0144730208330287, 0.9467356898448741];positive;{'negative': [('batagor', -0.10536742061807283), ('we', 0.07509566786186024), ('fried', -0.05428078092359743), ('Fried', -0.047294270967928174), ('and', -0.04726655978574357), ('tofu', -0.04691911129883703)], 'neutral': [('and', -0.1211876316242087), ('batagor', -0.06815565012899534), ('the', -0.054547528293984994), ('we', 0.04912763505833119), ('place', -0.03951721523575696), ('Fried', -0.03132603660148512)], 'positive': [('batagor', 0.17448349891472992), ('and', 0.16956498481458193), ('we', -0.12087427386814324), ('the', 0.09539614122059828), ('place', 0.08515181729167665), ('fried', 0.08267257871721317)]}
839;Tried ordering shabu-shabu, the new menu in Gading Resto. The taste was pretty good, affordable too. Recommended if you wanna invite guests or just have a family dinner;positive;[0.11966425716422888, 0.03333509599476312, 0.847000646841008];positive;{'negative': [('Recommended', -0.10845589612304964), ('family', -0.10605355414034756), ('too', 0.09851166330469877), ('menu', -0.09493425423413368), ('ordering', -0.09100201578930216), ('was', 0.08757563766706987)], 'neutral': [('good', -0.08374658903857202), ('shabu', 0.08163821591294916), ('pretty', -0.07184612062845296), ('was', -0.06394348862759781), ('menu', -0.05583738869276163), ('too', -0.053870719964757986)], 'positive': [('pretty', 0.1476653804237045), ('Recommended', 0.1424935722912282), ('menu', 0.13994790458436981), ('shabu', -0.12228916773497002), ('family', 0.11332801993455838), ('good', 0.10803809408502649)]}
841;Okay, I've sent it via DM;neutral;[0.17113720695994866, 0.8047371731497844, 0.024125619890266767];neutral;{'negative': [('via', -0.13060538094281957), ('ve', 0.07746298892154582), ('sent', -0.07552413028800052), ('it', 0.06338608886401047), ('Okay', -0.0580507755297563), ('I', -0.000956580550041839)], 'neutral': [('via', 0.15515752384225126), ('sent', 0.08498434251945433), ('it', -0.07745171755572955), ('ve', -0.06602352277645004), ('Okay', 0.051290767793447795), ('I', 0.0015749295769207586)], 'positive': [('via', -0.024552142899431542), ('it', 0.014065628691719005), ('ve', -0.011439466145095872), ('sent', -0.009460212231453734), ('Okay', 0.006760007736308818), ('I', -0.0006183490268789061)]}
402;The commotion that happened by the end of the debate between both of West Java election candidates on May 14th, 2018, caused disagreement from the debate contestants.;neutral;[0.09353834605722162, 0.7822315682364538, 0.12423008570632449];neutral;{'negative': [('by', -0.12576482951537482), ('May', -0.1187685883522202), ('2018', 0.03564965455492941), ('the', 0.030627922183875115), ('of', 0.029219127145121728), ('that', 0.02142593897186705)], 'neutral': [('May', 0.2251293610906128), ('by', 0.1884680089448159), ('the', -0.16648890794647683), ('The', -0.05206221267604826), ('both', -0.04710956992677475), ('of', -0.037571968560269633)], 'positive': [('the', 0.13869191299581776), ('May', -0.10411156458771206), ('by', -0.06153557873909775), ('The', 0.04724352812485777), ('happened', -0.04372081671245049), ('both', 0.02915150008361144)]}
512;This morning I forgot to take off the borrowed Gojek driver's helmet after getting off the bike because I was chasing the bus.;neutral;[0.8638142208392698, 0.07587287549860787, 0.06031290366212238];negative;{'negative': [('morning', 0.17706448446007877), ('Gojek', -0.1682382839780318), ('was', 0.14550441239816433), ('off', 0.10395413745945616), ('This', 0.0998962367141758), ('getting', 0.061824585810721096)], 'neutral': [('Gojek', 0.14487789519474925), ('morning', -0.11893035641581755), ('was', -0.11887734454801983), ('This', -0.09842830442313637), ('the', -0.09062605942139117), ('because', -0.04246630014318016)], 'positive': [('off', -0.08982002798158724), ('the', 0.08232303171648726), ('morning', -0.05946273872566433), ('bus', 0.05193187520504436), ('getting', -0.04058032199455697), ('was', -0.02911137672571969)]}
328;This restaurant is always tops. The mood's very comfy to chat with friends, relatives, or lovers. Food tastes good , too. Although I don't usually eat much, since I like to come here during dusk the most.;positive;[0.08241548803159944, 0.010794622414439141, 0.9067898895539611];positive;{'negative': [('here', -0.13282846406878113), ('tastes', -0.09195314662702442), ('with', -0.08556295623259592), ('too', 0.08372009417542982), ('restaurant', -0.06361484188329089), ('like', 0.06331416964923012)], 'neutral': [('Food', -0.05693462529835457), ('good', -0.05431099640692178), ('here', -0.042501029802625434), ('very', -0.041129488687145915), ('This', -0.040839268473300085), ('usually', 0.040107513030155716)], 'positive': [('here', 0.14273699306277782), ('tastes', 0.09575571147823349), ('with', 0.08914761415358267), ('Food', 0.07629117348685707), ('good', 0.07504332737492132), ('very', 0.07338549223915489)]}
640;We ordered shrimps, beef. claypot, and everything was tasty, cooked to perfection, hit the spot, and high-quality. The place was big, and the service was a-okay. Everyone was kind and nice to the kids.;positive;[0.24993790009955477, 0.002753369130803665, 0.7473087307696415];positive;{'negative': [('was', 0.37715361451036217), ('and', -0.2068629535462819), ('the', -0.13370594775285227), ('place', -0.12469269413872489), ('nice', -0.11721453618144767), ('spot', -0.09820102531044846)], 'neutral': [('and', -0.05284014894642961), ('was', -0.048814657120592145), ('the', -0.022038493408907574), ('place', -0.014141762074515288), ('to', -0.011888963835058742), ('The', -0.011588838445927266)], 'positive': [('was', -0.3281581769455493), ('and', 0.25986430079189715), ('the', 0.15606742246025926), ('place', 0.13942890175473663), ('nice', 0.12795866111997117), ('spot', 0.10568779536081997)]}
295;Sick of the long lines, sick of looking for seats, sick of sitting down. If you don't have much time and just starving, don't bother coming here. I came here during Lebaran holiday and the shops around here were pretty pricy while having mediocre food.;negative;[0.2281409469235662, 0.08118855273332881, 0.6906705003431048];positive;{'negative': [('here', -0.28578038871898803), ('sick', 0.21120292598639426), ('Sick', 0.09589960366827453), ('pretty', -0.07833821962738323), ('the', -0.07636895635314794), ('mediocre', 0.06681805550242394)], 'neutral': [('and', -0.1196986142477278), ('here', -0.07429851725052988), ('food', -0.06364664468071903), ('the', -0.05175302565190845), ('pretty', -0.04564568362929352), ('having', 0.045512696098162254)], 'positive': [('here', 0.3487229349463906), ('sick', -0.21651851203340325), ('and', 0.16161431630141765), ('the', 0.12244526828973984), ('pretty', 0.11455460427540522), ('Sick', -0.10055838275961293)]}
143;This resto has a cosy atmosphere with a traditional village style, Best visited in the afternoon up 'till nighttime when the atmosphere is more romantic thanks to the dim light from torches and bonfires. The food served here varies, from Indonesian food to European food, they have it all. Perfect for spending time with friends or family.;positive;[0.002688718210011981, 0.0006859437540122651, 0.9966253380359756];positive;{'negative': [('with', -0.022394080963978928), ('romantic', -0.02238577235698551), ('Perfect', -0.02100757233727574), ('the', -0.019676869977882545), ('here', -0.01839234363214898), ('atmosphere', -0.016898951125942294)], 'neutral': [('food', -0.029781903735427856), ('the', -0.020632628242007473), ('romantic', -0.0179910935119582), ('and', -0.015845844515492386), ('atmosphere', -0.01578538716097413), ('Perfect', -0.014703543572947095)], 'positive': [('romantic', 0.04219107231658083), ('food', 0.04160940872186655), ('the', 0.04139654093561262), ('Perfect', 0.03672135158035818), ('with', 0.035715487768805045), ('atmosphere', 0.03330907238050323)]}
190;"""..the taste was rather delicious. ...""";positive;[0.6411591284526295, 0.05931553917023319, 0.29952533237713747];negative;{'negative': [('was', 0.4028606991006474), ('delicious', -0.23456233582946015), ('rather', 0.1105860021368036), ('the', -0.07153965001494805), ('taste', 0.05878668361791038)], 'neutral': [('was', -0.20758792617633393), ('rather', 0.11205126881040901), ('delicious', -0.08051176130508589), ('the', -0.07984146380182112), ('taste', -0.04895496160166166)], 'positive': [('delicious', 0.3150740971345456), ('rather', -0.22263727094721308), ('was', -0.19527277292431336), ('the', 0.15138111381676925), ('taste', -0.009831722016248719)]}
923;My bills shot up twofold all 'cause the promo ran out without giving any notification. This ain't right.;negative;[0.507644204763421, 0.4137600116728288, 0.0785957835637501];negative;{'negative': [('any', 0.1989887593682593), ('This', 0.1767694143341126), ('ran', -0.16001424338325718), ('bills', -0.1326490254869679), ('out', 0.13154701951158448), ('promo', -0.11057213351411702)], 'neutral': [('This', -0.20051204591411204), ('any', -0.1917175386755128), ('ran', 0.16232801740451283), ('bills', 0.13973784127307612), ('promo', 0.13265414205918458), ('all', -0.12377813855421098)], 'positive': [('right', 0.058465889384529034), ('the', 0.036762569154529974), ('up', -0.02701592360723224), ('giving', -0.02543591487464312), ('promo', -0.022649535743421063), ('without', -0.020018205642981905)]}
8;Need price list info for the clothes on sale;neutral;[0.05662267526810777, 0.8676617170439566, 0.07571560768793575];neutral;{'negative': [('info', -0.08492072907501522), ('sale', -0.06555864387313365), ('Need', 0.04688919725993163), ('for', -0.03228900618898788), ('price', -0.02137939958641073), ('the', 0.01692925247965371)], 'neutral': [('info', 0.17710886633454861), ('sale', 0.14944049734261475), ('the', -0.07890910575741551), ('price', -0.02115864984846788), ('Need', -0.01225590511443564), ('on', -0.006016795861631235)], 'positive': [('info', -0.09185199649040993), ('sale', -0.08384100392820781), ('the', 0.06209807306717005), ('price', 0.04245577213817985), ('for', 0.036943977674072294), ('Need', -0.03455552494178473)]}
753;I've come to hate JNE even more because of their slow deliveries.;negative;[0.8581423185446122, 0.1235069643848501, 0.018350717070537644];negative;{'negative': [('even', 0.18630179359202703), ('more', 0.08751464862574627), ('because', 0.07052819207121107), ('come', -0.06718346038946343), ('ve', 0.04826909474552444), ('of', 0.03524670839601414)], 'neutral': [('even', -0.17982566161265284), ('more', -0.07514157995594464), ('because', -0.07254005316879938), ('come', 0.06879793243788317), ('of', -0.03918158894405201), ('ve', -0.03881523303824967)], 'positive': [('JNE', -0.01209118068211022), ('more', -0.011059565349398613), ('slow', -0.010828023606459247), ('to', 0.010790860391237443), ('ve', -0.008029384426437408), ('even', -0.004956544372909135)]}
134;Unlike most other restaurants and cafes, the concept of this place is unique. Lots of lamps, paintings, and semi-antiques. Food and drinks were pretty good, but the surprising part was when I looked at the menu. The price was wowww, just right for my pocket. And of course, the low price didn't make it taste any different, it was still appetizing and high-quality.;positive;[0.18366659211244002, 0.0010041779653987858, 0.8153292299221613];positive;{'negative': [('was', 0.21939026138874002), ('and', -0.1879138748079451), ('the', -0.16045730512702933), ('price', -0.14352418303491926), ('place', -0.13223534868206657), ('part', 0.09577527273431233)], 'neutral': [('and', -0.02528690365003298), ('was', -0.01910607117880195), ('the', -0.014963988133431725), ('good', -0.011132531655939472), ('Food', -0.010896944776583825), ('this', -0.009736838319511514)], 'positive': [('and', 0.21478069603873426), ('was', -0.1986667648047671), ('the', 0.1770857396995565), ('price', 0.14835931990807952), ('place', 0.14090053557896456), ('part', -0.09190027652763885)]}
738;It's located in the hotel's first floor, which is also the highest floor, giving you a breathtaking view of the green hills. Fresh, clean, comfy, extraordinary!;positive;[0.10548857313302536, 0.24008755377957364, 0.6544238730874006];positive;{'negative': [('hotel', 0.07498562486412168), ('also', -0.06400345447143282), ('you', -0.04873011821305194), ('first', -0.04188012003259254), ('the', -0.04124341826533508), ('in', -0.031159813647125268)], 'neutral': [('the', -0.22472417881136905), ('is', -0.10846311576072759), ('floor', -0.0678127446018003), ('giving', 0.06691203021105925), ('It', -0.06236606796589331), ('in', 0.05060816050661722)], 'positive': [('the', 0.2662966016412343), ('is', 0.09957046491382587), ('also', 0.09828808361725132), ('giving', -0.07743687674631214), ('view', 0.06440086396357557), ('breathtaking', 0.05864982777655699)]}
430;Before my spouse and I went home to Jakarta, we stopped by this restaurant. The scenery was cool and the food was very affordable. Highly recommended;positive;[0.04926589113191512, 0.012425649294012752, 0.9383084595740723];positive;{'negative': [('was', 0.14289014074163836), ('cool', -0.10429288591654759), ('recommended', -0.08161372858019517), ('by', -0.07999602104274661), ('scenery', -0.07520043028196216), ('and', -0.07233620877952232)], 'neutral': [('and', -0.11865058514465916), ('was', -0.08274547856698021), ('food', -0.06396883148465628), ('this', -0.05400367855964499), ('very', -0.05176270783317704), ('by', 0.05127590100311759)], 'positive': [('and', 0.18013467585188153), ('cool', 0.1132203764769816), ('recommended', 0.10893976500140563), ('scenery', 0.09510374301009539), ('very', 0.08328218918558047), ('food', 0.08039211515437936)]}
426;I'm fed up with everything. So bored of doing the same routine over and over again.;negative;[0.6517435882347286, 0.19911755385826846, 0.14913885790700276];negative;{'negative': [('So', 0.19278552779586672), ('with', -0.12261114711324884), ('bored', 0.1192757233428195), ('doing', 0.08751268993637458), ('everything', -0.07788506288646636), ('same', 0.05969900720272779)], 'neutral': [('So', -0.17830973265444525), ('over', 0.14807168378983318), ('and', -0.1259660666593439), ('bored', -0.07046964487205919), ('doing', -0.06748836583239577), ('with', 0.04259551101196593)], 'positive': [('over', -0.13495762915499046), ('and', 0.08895497204466016), ('with', 0.08028145330450867), ('the', 0.0634831763693845), ('up', -0.05463918447116256), ('bored', -0.04778215580215887)]}
